Marital status;Application mode;Application order;Course;Daytime/evening attendance	;Previous qualification;Previous qualification (grade);Nacionality;Mother's qualification;Father's qualification;Mother's occupation;Father's occupation;Admission grade;Displaced;Educational special needs;Debtor;Tuition fees up to date;Gender;Scholarship holder;Age at enrollment;International;Curricular units 1st sem (credited);Curricular units 1st sem (enrolled);Curricular units 1st sem (evaluations);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 1st sem (without evaluations);Curricular units 2nd sem (credited);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (evaluations);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Curricular units 2nd sem (without evaluations);Unemployment rate;Inflation rate;GDP
1;17;2;9853;1;1;133.1;1;37;37;5;0;111.5;0;0;0;1;0;0;18;0;0;6;11;3;12.333333333333334;0;0;6;11;4;13.5;0;7.6;2.6;0.32
1;17;1;9238;1;1;134.0;1;38;19;7;7;124.2;0;0;0;1;0;1;21;0;0;6;11;4;11.25;0;0;6;12;4;11.4;0;15.5;2.8;-4.06
4;7;1;9238;1;40;130.0;1;34;34;99;99;130.0;0;0;1;1;0;0;41;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;11.1;0.6;2.02
1;7;1;9070;1;3;133.1;1;3;5;2;2;120.0;1;0;0;1;0;0;32;0;0;3;3;2;16.0;0;0;3;3;1;16.0;0;7.6;2.6;0.32
1;43;1;8014;0;12;114.0;1;34;34;0;99;110.0;0;0;0;1;0;0;29;0;0;6;10;6;11.666666666666666;0;0;6;7;6;11.0;0;7.6;2.6;0.32
1;39;1;9556;1;1;130.0;1;19;38;9;8;113.3;0;0;0;1;0;0;24;0;0;7;15;5;12.4;0;0;8;14;7;12.15;0;12.4;0.5;1.79
1;43;1;9556;1;1;128.0;1;38;38;7;8;123.5;1;0;0;1;0;0;22;0;0;7;14;6;10.744444444444444;1;0;8;10;8;11.8375;0;12.7;3.7;-1.7
1;1;1;9238;1;1;133.1;1;19;1;1;3;101.0;0;0;0;1;0;0;21;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;15.5;2.8;-4.06
2;39;1;9500;1;19;133.1;1;37;38;9;10;120.9;1;0;0;1;0;0;39;0;0;7;12;4;12.0;0;0;7;13;4;12.5625;0;11.1;0.6;2.02
4;39;1;9085;1;1;140.0;1;37;37;9;9;154.6;0;0;0;0;0;1;44;0;0;6;12;4;12.75;0;0;6;15;2;10.0;0;8.9;1.4;3.51
1;1;1;9147;1;1;117.0;1;37;37;9;9;120.2;1;0;0;1;0;0;20;0;0;5;9;2;10.0;0;0;5;10;2;11.0;0;7.6;2.6;0.32
1;43;3;9500;1;1;139.0;1;38;37;9;8;146.5;0;0;0;1;0;0;21;0;11;14;26;12;13.417391304347827;1;11;14;26;12;13.417391304347827;1;7.6;2.6;0.32
1;1;1;9773;1;1;159.0;1;34;26;0;6;160.1;1;0;0;1;0;0;18;0;0;6;6;6;15.166666666666666;0;0;6;7;6;14.857142857142858;0;7.6;2.6;0.32
1;39;1;9003;1;1;140.0;1;37;37;5;5;150.0;0;0;1;1;0;0;34;0;0;6;10;5;13.833333333333334;0;0;6;13;5;12.5;0;16.2;0.3;-0.92
1;1;3;9085;1;1;140.0;1;10;19;90;90;135.8;1;0;0;1;0;0;18;0;0;5;6;5;13.333333333333334;0;0;5;7;4;14.8;0;7.6;2.6;0.32
1;1;1;171;1;1;135.0;1;19;4;9;2;143.8;1;0;1;1;0;0;19;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;12.7;3.7;-1.7
1;1;1;9853;1;1;121.0;1;37;19;6;7;116.8;1;0;0;1;0;0;18;0;0;6;11;3;11.666666666666666;0;0;6;11;3;10.666666666666666;0;9.4;-0.8;-3.12
1;1;5;9085;1;1;124.0;1;3;19;2;3;113.9;1;0;0;1;0;0;19;0;0;6;12;5;15.0;0;0;6;9;6;13.428571428571429;0;16.2;0.3;-0.92
1;1;3;9500;1;1;131.0;1;37;37;9;9;118.0;1;0;0;1;0;1;18;0;0;8;8;7;13.242857142857144;0;0;8;8;7;13.242857142857144;0;12.7;3.7;-1.7
1;1;5;9130;1;1;160.0;1;3;1;2;9;150.2;1;0;0;1;0;0;19;0;0;5;13;1;13.0;0;0;5;7;2;12.5;0;12.7;3.7;-1.7
1;1;2;9500;1;1;120.0;1;3;37;4;7;115.1;1;0;0;1;0;1;19;0;0;7;8;6;13.075;0;0;8;10;7;12.05;0;12.4;0.5;1.79
1;1;1;9670;1;1;140.0;1;19;19;5;9;131.3;1;0;0;1;0;1;18;0;0;6;6;6;13.5;0;0;6;9;6;13.666666666666666;0;10.8;1.4;1.74
1;44;1;9991;0;39;120.0;1;37;37;7;7;120.0;1;0;0;1;0;1;23;0;2;6;8;5;11.8;0;2;6;8;6;12.333333333333334;0;9.4;-0.8;-3.12
1;17;2;9254;1;1;118.0;22;19;37;9;9;110.3;1;0;0;0;0;0;18;1;0;6;7;5;12.6;0;0;6;6;5;11.8;0;11.1;0.6;2.02
4;43;1;9853;1;1;133.1;100;19;22;90;90;100.0;0;0;0;1;0;0;33;1;0;6;6;6;12.166666666666666;0;0;6;9;3;11.0;0;7.6;2.6;0.32
1;17;2;9238;1;1;111.0;1;19;38;9;9;110.7;1;0;0;1;0;0;19;0;0;6;9;6;12.166666666666666;0;0;6;9;6;11.0;0;8.9;1.4;3.51
1;43;3;171;1;1;140.0;1;37;38;7;7;143.4;1;0;0;1;0;0;21;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;9.4;-0.8;-3.12
1;1;6;9500;1;1;125.0;1;19;19;9;9;115.9;0;0;0;1;0;0;18;0;0;7;7;7;13.557142857142855;0;0;8;9;8;13.2;0;12.4;0.5;1.79
1;18;1;9991;0;1;133.1;1;38;38;5;5;145.0;0;0;0;1;0;1;21;0;0;5;6;4;12.25;0;0;5;8;4;11.8;0;10.8;1.4;1.74
1;17;2;9070;1;1;136.0;1;19;38;4;7;140.9;1;0;0;1;0;0;19;0;0;6;6;6;14.333333333333334;0;0;6;6;6;13.5;0;9.4;-0.8;-3.12
1;1;2;9773;1;1;115.0;1;34;38;0;5;108.4;1;0;0;1;0;0;20;0;0;6;10;4;10.5;0;0;6;8;4;11.75;0;7.6;2.6;0.32
1;1;1;9773;1;1;116.0;1;37;37;0;5;114.3;1;0;0;1;0;0;20;0;0;4;8;0;0.0;0;0;4;8;0;0.0;0;7.6;2.6;0.32
1;18;5;9853;1;1;110.0;1;19;37;7;7;110.0;1;0;0;1;0;0;20;0;0;6;10;4;12.75;0;0;6;14;3;11.333333333333334;0;10.8;1.4;1.74
1;1;1;9238;1;1;135.0;1;38;38;4;7;121.7;1;0;0;1;0;1;18;0;0;6;14;0;0.0;0;0;6;9;4;11.0;0;7.6;2.6;0.32
1;43;2;9147;1;1;131.0;1;19;37;5;9;123.7;1;0;0;1;0;0;18;0;0;5;10;1;14.0;0;0;5;10;1;14.0;0;7.6;2.6;0.32
1;1;2;9500;1;1;124.0;1;37;37;7;7;116.5;1;0;0;1;0;1;20;0;0;7;9;7;14.093333333333332;0;0;8;8;8;15.0;0;11.1;0.6;2.02
1;1;1;9238;1;1;163.0;1;37;37;5;6;155.0;0;0;0;1;0;1;21;0;0;6;6;6;13.333333333333334;0;0;6;8;6;13.166666666666666;0;9.4;-0.8;-3.12
1;43;1;9500;1;1;137.0;1;38;19;9;5;129.3;1;0;0;1;0;0;19;0;0;8;12;7;12.071428571428571;0;0;8;12;7;12.071428571428571;0;12.7;3.7;-1.7
1;1;3;9254;1;1;128.0;1;19;1;7;9;121.7;1;0;0;1;0;1;18;0;0;6;6;6;12.666666666666666;0;0;6;6;6;12.5;0;12.4;0.5;1.79
1;39;1;9085;1;1;133.1;1;37;37;9;9;148.2;1;0;1;1;0;0;27;0;0;6;11;6;12.125;0;0;6;16;5;12.0;0;12.4;0.5;1.79
1;1;2;9500;1;1;133.1;1;19;38;7;9;125.5;1;0;0;1;0;1;21;0;0;7;9;7;13.2;0;0;8;9;7;13.2575;0;15.5;2.8;-4.06
1;17;4;9500;1;1;148.0;1;3;19;4;7;131.9;1;0;0;1;0;1;18;0;0;7;8;7;14.15;0;0;8;8;8;14.51125;0;15.5;2.8;-4.06
1;17;1;9853;1;1;127.0;1;38;37;5;7;121.8;1;0;1;1;0;0;18;0;0;6;12;4;13.5;0;0;6;14;3;10.666666666666666;0;10.8;1.4;1.74
1;43;1;9853;1;1;110.0;1;37;37;9;9;107.7;0;0;1;0;0;0;28;0;0;6;0;0;0.0;0;0;5;10;0;0.0;0;10.8;1.4;1.74
1;39;1;9556;1;1;133.1;1;44;40;2;2;115.5;0;0;0;1;0;0;36;0;0;7;13;5;12.2;0;0;7;14;3;11.4;0;11.1;0.6;2.02
1;1;1;9085;1;1;145.0;1;38;38;9;10;139.8;1;0;0;1;0;0;20;0;0;5;6;5;14.8;1;0;5;6;5;14.0;0;12.7;3.7;-1.7
1;1;1;9238;1;1;136.0;1;38;38;0;7;133.2;1;0;0;1;0;0;19;0;0;6;8;5;11.0;0;0;6;13;5;11.4;0;7.6;2.6;0.32
1;1;1;9991;0;1;131.0;1;19;37;9;9;118.4;1;0;0;1;0;0;20;0;0;5;10;0;0.0;0;0;5;10;0;0.0;3;7.6;2.6;0.32
1;17;2;9085;1;1;138.0;1;37;37;9;7;123.3;1;0;0;1;0;0;19;0;0;5;15;3;14.0;3;0;5;10;4;11.75;1;9.4;-0.8;-3.12
2;39;1;8014;0;1;150.0;1;37;38;3;7;134.5;0;0;0;1;0;0;28;0;0;6;8;5;11.833333333333334;0;0;6;6;6;13.0;0;16.2;0.3;-0.92
1;1;1;9670;1;1;112.0;1;37;1;7;0;110.6;0;0;0;1;0;0;20;0;0;5;7;4;11.75;0;0;5;7;5;11.8;1;7.6;2.6;0.32
1;42;1;9254;1;1;154.0;1;38;37;1;1;154.0;1;0;0;1;0;0;28;0;8;14;22;12;12.333333333333334;0;3;12;20;8;12.0;0;9.4;-0.8;-3.12
1;43;1;9991;0;39;160.0;1;37;37;9;9;160.0;0;0;0;1;0;0;24;0;3;10;16;3;11.666666666666666;0;3;10;24;6;11.833333333333334;0;9.4;-0.8;-3.12
1;44;1;9085;1;39;140.0;1;1;39;3;9;140.0;1;0;0;1;0;0;20;0;1;6;9;6;12.666666666666666;0;1;6;10;4;11.5;0;13.9;-0.3;0.79
1;17;2;9853;1;1;150.0;1;37;37;5;6;132.5;1;0;0;1;0;0;22;0;0;6;9;4;12.25;0;0;6;8;5;11.6;0;10.8;1.4;1.74
1;17;2;9254;1;1;141.0;1;1;4;4;4;127.7;0;0;0;1;0;1;18;0;0;6;7;6;11.285714285714286;0;0;6;9;4;13.5;0;16.2;0.3;-0.92
1;1;5;9147;1;1;122.0;1;38;38;9;9;117.5;1;0;1;0;0;0;22;0;0;5;12;2;11.5;0;0;5;12;0;0.0;0;12.7;3.7;-1.7
1;1;5;9254;1;1;120.0;1;37;37;9;7;127.0;1;0;0;1;0;1;18;0;0;6;10;6;11.666666666666666;0;0;6;10;4;12.25;0;9.4;-0.8;-3.12
1;1;1;9500;1;1;139.0;1;19;37;5;5;125.5;0;0;0;1;0;1;21;0;0;8;8;7;13.514285714285714;0;0;8;8;7;13.514285714285714;0;12.7;3.7;-1.7
1;17;6;9773;1;1;138.0;1;1;1;4;2;140.5;1;0;0;1;0;0;19;0;0;6;7;6;13.0;0;0;6;9;6;13.714285714285714;0;7.6;2.6;0.32
1;5;1;9853;1;1;119.0;1;1;38;5;8;118.3;1;0;0;1;0;0;22;0;0;6;11;3;15.0;0;0;6;11;4;10.25;0;9.4;-0.8;-3.12
1;1;1;9500;1;1;129.0;1;38;38;5;5;120.8;1;0;0;1;0;1;20;0;0;8;8;7;12.744285714285716;0;0;8;8;7;12.744285714285716;0;10.8;1.4;1.74
1;1;1;9147;1;1;133.1;1;37;37;191;154;95.0;0;0;0;1;0;0;20;0;0;5;10;4;11.75;0;0;5;8;5;11.8;0;11.1;0.6;2.02
1;17;1;8014;0;1;125.0;1;37;37;5;6;122.2;1;0;1;1;0;0;19;0;0;6;6;6;12.166666666666666;0;0;6;7;6;11.666666666666666;0;10.8;1.4;1.74
1;17;1;171;1;1;125.0;1;1;1;7;3;143.9;1;0;0;1;0;0;20;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;15.5;2.8;-4.06
1;1;2;9070;1;1;137.0;1;19;38;9;9;127.2;1;0;0;1;0;1;20;0;1;6;9;5;13.4;1;0;6;9;6;12.375;0;13.9;-0.3;0.79
1;1;1;9238;1;1;123.0;1;34;38;0;7;120.2;1;0;0;1;0;0;20;0;0;6;9;5;11.8;0;0;6;10;4;11.5;0;7.6;2.6;0.32
1;1;3;9500;1;1;154.0;1;1;37;4;9;134.8;1;0;0;1;0;0;19;0;0;7;7;6;13.533333333333331;0;0;7;7;6;13.533333333333331;0;7.6;2.6;0.32
1;1;1;9254;1;1;144.0;1;19;19;9;9;142.6;1;0;0;1;0;1;18;0;0;6;7;6;14.166666666666666;0;0;6;10;4;14.0;0;15.5;2.8;-4.06
1;1;1;9500;1;1;153.0;1;38;37;7;8;147.9;0;0;0;1;0;1;18;0;0;7;7;7;14.652857142857142;0;0;8;9;8;14.755555555555556;0;12.4;0.5;1.79
1;1;1;171;1;1;152.0;1;1;38;4;9;160.4;1;0;0;0;0;0;19;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;7.6;2.6;0.32
1;1;1;9147;1;1;150.0;103;37;37;9;9;134.6;0;0;0;1;1;0;20;1;0;5;5;5;13.6;0;0;5;7;5;13.0;0;9.4;-0.8;-3.12
1;1;1;9254;1;1;129.0;1;19;1;3;7;121.0;0;0;0;1;0;1;22;0;0;6;9;6;12.833333333333334;0;0;6;6;4;13.25;0;16.2;0.3;-0.92
1;1;1;9238;1;1;150.0;1;19;37;5;4;142.7;1;0;0;1;0;1;18;0;0;6;6;6;14.666666666666666;0;0;6;6;6;15.166666666666666;0;9.4;-0.8;-3.12
1;17;2;9773;1;1;125.0;1;1;1;4;8;115.6;1;0;0;1;0;0;19;0;0;6;6;6;13.333333333333334;0;0;6;6;6;14.666666666666666;0;12.4;0.5;1.79
1;1;1;9238;1;1;133.1;1;19;37;9;9;130.0;0;0;0;0;0;1;20;0;0;6;10;5;13.4;0;0;6;9;5;11.4;0;10.8;1.4;1.74
1;1;2;9500;1;1;140.0;1;38;37;5;6;124.3;1;0;0;1;0;1;19;0;0;7;9;7;13.3125;0;0;8;8;8;15.6375;0;13.9;-0.3;0.79
1;1;1;171;1;1;140.0;1;19;37;5;6;137.9;1;0;1;0;0;0;18;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;8.9;1.4;3.51
1;1;6;9773;1;1;133.1;1;1;37;3;3;100.0;1;0;1;0;0;0;20;0;0;4;4;0;0.0;0;0;5;5;0;0.0;0;12.4;0.5;1.79
1;1;2;9773;1;1;132.0;1;1;2;9;3;128.2;1;0;0;1;0;1;19;0;0;6;7;6;12.333333333333334;0;0;6;6;6;13.5;0;9.4;-0.8;-3.12
1;17;3;9773;1;1;135.0;1;1;19;5;7;135.0;0;0;0;1;0;0;18;0;0;6;6;6;13.5;0;0;6;6;6;13.333333333333334;0;12.4;0.5;1.79
1;16;4;9238;1;1;135.0;1;37;37;9;9;121.0;1;0;0;1;0;0;18;0;0;6;8;5;13.0;0;0;6;7;6;11.833333333333334;0;10.8;1.4;1.74
1;1;1;9670;1;1;133.1;1;34;38;0;4;147.0;0;0;0;1;0;0;22;0;0;5;6;2;12.5;0;0;5;5;0;0.0;0;9.4;-0.8;-3.12
1;1;1;9238;1;1;168.0;1;37;37;9;9;149.5;0;0;0;1;0;0;18;0;0;6;10;6;17.0;0;0;6;11;6;16.0;0;12.4;0.5;1.79
1;1;1;9238;1;1;143.0;1;19;1;9;9;144.4;1;0;0;1;0;0;20;0;0;6;7;6;13.5;0;0;6;6;6;13.0;0;10.8;1.4;1.74
1;17;2;9254;1;1;116.0;1;19;38;5;5;116.0;1;0;0;1;0;0;19;0;0;6;7;6;12.714285714285714;0;0;6;6;6;11.833333333333334;0;8.9;1.4;3.51
1;43;1;9500;1;1;134.0;1;38;19;5;8;120.7;0;0;0;1;0;1;19;0;0;7;9;6;13.0;0;0;8;11;8;13.927272727272726;0;16.2;0.3;-0.92
1;44;1;9238;1;39;140.0;1;38;19;5;0;141.8;0;0;0;1;0;0;21;0;3;6;7;6;12.571428571428571;0;2;6;6;6;13.5;0;12.4;0.5;1.79
1;17;2;8014;0;1;133.0;1;19;1;5;5;119.7;1;0;0;1;0;1;19;0;0;6;10;4;11.5;0;0;6;11;6;11.5;0;9.4;-0.8;-3.12
1;1;6;9238;1;1;125.0;1;38;1;7;4;118.4;1;0;0;1;0;1;19;0;0;6;6;6;13.5;0;0;6;7;6;13.285714285714286;0;11.1;0.6;2.02
2;39;1;8014;0;1;133.1;1;37;37;5;4;134.5;0;0;0;1;0;0;45;0;0;6;8;5;13.6;0;0;6;7;5;13.0;0;15.5;2.8;-4.06
2;39;1;9085;1;1;133.1;1;36;36;99;5;128.2;0;0;0;0;0;1;28;0;0;5;14;1;12.0;3;0;5;5;0;0.0;5;9.4;-0.8;-3.12
2;43;1;9500;1;1;137.0;1;3;3;2;2;115.0;0;0;0;1;0;0;28;0;0;7;8;7;14.95;0;0;8;8;8;14.7375;0;13.9;-0.3;0.79
1;39;1;9991;0;1;140.0;1;38;19;9;5;130.0;0;0;1;1;0;0;25;0;0;5;10;4;11.25;0;0;5;9;4;12.0;0;12.7;3.7;-1.7
1;43;1;9670;1;1;134.0;1;1;38;4;4;120.7;0;0;1;0;0;0;19;0;0;6;13;3;10.666666666666666;0;0;6;6;4;12.25;0;15.5;2.8;-4.06
1;1;5;9500;1;1;139.0;1;38;38;9;5;130.5;1;0;0;1;0;0;19;0;0;8;8;7;14.992857142857142;0;0;8;8;7;14.992857142857142;0;10.8;1.4;1.74
1;1;2;9147;1;1;113.0;1;38;38;9;5;107.4;1;0;0;1;1;0;20;0;0;5;12;3;10.5;0;0;5;10;4;11.25;0;12.4;0.5;1.79
1;1;3;9238;1;1;133.1;1;1;1;9;9;100.0;1;0;0;1;1;0;22;0;0;6;6;4;11.25;0;0;6;7;3;11.0;0;8.9;1.4;3.51
1;43;1;9773;1;1;132.0;1;38;19;9;9;125.0;1;0;0;1;1;1;20;0;0;6;6;6;12.333333333333334;0;0;6;7;6;14.0;0;12.4;0.5;1.79
1;1;4;9500;1;1;127.0;1;19;37;7;7;121.5;1;0;0;1;1;0;20;0;0;7;7;6;13.016666666666666;0;0;7;7;6;13.016666666666666;0;7.6;2.6;0.32
1;1;1;9085;1;1;123.0;1;38;19;4;90;127.2;0;0;1;0;1;0;20;0;0;5;7;3;11.333333333333334;0;0;5;8;2;11.5;0;7.6;2.6;0.32
1;39;1;9085;1;40;130.0;1;3;2;3;2;160.0;1;0;0;1;0;0;27;0;0;6;7;6;16.142857142857142;0;0;6;7;6;14.666666666666666;0;13.9;-0.3;0.79
1;51;1;9085;1;1;125.0;1;1;1;9;4;120.0;0;0;0;1;0;0;22;0;0;6;8;6;14.833333333333334;0;0;6;10;5;13.833333333333334;0;11.1;0.6;2.02
1;1;3;9500;1;1;140.0;1;37;37;9;9;141.5;1;0;1;0;0;0;19;0;0;8;8;7;13.327142857142857;0;0;8;8;7;13.327142857142857;0;10.8;1.4;1.74
1;17;1;9238;1;1;111.0;1;19;38;3;3;111.4;1;0;0;0;0;0;19;0;0;6;13;4;11.0;0;0;6;13;2;11.5;0;12.7;3.7;-1.7
1;1;1;9070;1;1;132.0;1;4;39;2;2;136.6;1;0;0;1;0;0;18;0;1;6;10;6;11.714285714285714;1;0;6;15;6;10.375;0;13.9;-0.3;0.79
1;1;1;171;1;1;150.0;1;3;3;2;5;154.6;1;0;0;1;0;0;19;0;6;12;13;12;12.333333333333334;0;4;11;12;10;12.727272727272728;0;8.9;1.4;3.51
1;18;4;9853;1;1;118.0;1;19;37;9;6;111.4;1;0;1;0;0;0;20;0;0;7;9;0;0.0;0;0;6;6;0;0.0;0;11.1;0.6;2.02
2;43;1;9991;0;1;150.0;1;38;19;3;3;120.1;0;0;0;0;0;0;39;0;11;15;15;12;11.916666666666666;0;8;13;14;8;11.25;0;10.8;1.4;1.74
2;39;2;8014;0;19;100.0;1;37;37;4;7;100.0;0;0;1;1;0;0;37;0;0;6;9;6;11.833333333333334;0;0;6;7;6;11.0;0;7.6;2.6;0.32
2;39;1;9500;1;3;130.0;1;1;1;4;6;140.0;0;0;1;0;0;0;30;0;3;7;11;3;12.333333333333334;0;3;7;9;3;11.666666666666666;0;13.9;-0.3;0.79
2;43;1;9991;0;3;130.0;1;37;37;9;9;130.0;0;0;0;1;0;0;41;0;5;10;11;10;14.3;0;5;10;10;10;14.2;0;12.7;3.7;-1.7
4;39;1;9500;1;19;133.1;1;37;37;5;7;100.0;0;0;0;0;0;0;40;0;0;8;11;5;11.832;4;0;8;11;5;11.832;4;9.4;-0.8;-3.12
1;1;1;9147;1;1;112.0;1;9;22;4;3;106.1;0;0;0;1;0;0;20;0;0;5;13;2;10.0;1;0;5;10;0;0.0;0;9.4;-0.8;-3.12
2;1;1;9991;0;1;144.0;1;19;19;9;9;151.4;0;0;0;1;0;0;28;0;0;5;5;5;12.0;0;0;5;6;5;11.6;0;7.6;2.6;0.32
1;18;2;9853;1;1;120.0;1;19;37;9;4;113.7;1;0;1;0;0;0;19;0;0;7;11;5;12.2;0;0;7;13;0;0.0;0;12.4;0.5;1.79
1;1;1;9670;1;1;121.0;1;37;37;5;9;116.5;1;0;0;1;0;0;23;0;0;5;7;3;11.333333333333334;0;0;5;5;4;11.25;0;7.6;2.6;0.32
1;7;1;8014;0;4;120.0;1;2;3;2;2;120.0;0;0;0;1;0;0;18;0;10;16;24;13;13.846153846153848;0;7;11;15;9;12.555555555555555;0;15.5;2.8;-4.06
1;39;1;9500;1;1;100.0;1;1;19;4;8;122.0;0;0;0;1;0;0;24;0;0;8;8;7;12.412857142857144;0;0;8;8;7;12.412857142857144;0;10.8;1.4;1.74
1;17;5;9670;1;1;115.0;1;1;19;5;5;117.1;0;0;0;1;0;0;21;0;0;5;7;3;12.666666666666666;0;0;5;6;4;12.75;1;7.6;2.6;0.32
1;1;2;9500;1;1;123.0;1;19;19;7;7;120.8;1;0;0;1;0;0;19;0;0;8;11;7;12.545714285714286;0;0;8;11;7;12.545714285714286;0;10.8;1.4;1.74
1;1;1;9773;1;1;134.0;1;37;19;9;10;141.4;1;0;0;1;0;0;19;0;0;6;12;3;13.0;0;0;6;13;2;14.0;0;9.4;-0.8;-3.12
1;39;1;9003;1;1;123.0;1;37;37;9;9;110.0;0;0;1;0;0;0;48;0;0;6;6;0;0.0;0;0;6;6;0;0.0;0;11.1;0.6;2.02
2;43;1;9991;0;2;120.0;1;37;37;9;9;120.0;0;0;0;0;0;0;38;0;9;12;12;9;12.22222222222222;2;9;12;12;9;13.0;0;9.4;-0.8;-3.12
1;17;1;9147;1;1;131.0;1;1;37;3;7;120.2;0;0;0;1;0;0;19;0;0;5;10;5;13.285714285714286;0;0;5;8;5;13.0;0;12.7;3.7;-1.7
2;39;1;9991;0;12;133.1;1;37;1;9;4;138.4;0;0;0;1;1;0;30;0;0;5;7;3;11.666666666666666;0;0;5;8;1;11.0;0;7.6;2.6;0.32
1;44;1;9003;1;39;150.0;1;37;19;9;9;150.0;0;0;0;1;1;1;24;0;0;6;9;6;13.555555555555555;0;0;6;7;6;12.666666666666666;0;13.9;-0.3;0.79
1;17;5;9773;1;1;134.0;1;1;19;9;5;121.8;1;0;0;1;1;0;19;0;0;6;6;6;13.166666666666666;0;0;6;8;6;12.428571428571429;0;16.2;0.3;-0.92
1;44;1;171;1;39;140.0;1;1;1;9;9;140.0;0;0;0;1;1;0;21;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;15.5;2.8;-4.06
1;1;1;9254;1;1;117.0;1;1;1;5;5;116.3;1;0;0;1;1;1;21;0;0;6;6;6;11.666666666666666;0;0;6;7;5;12.2;0;10.8;1.4;1.74
1;1;2;9991;0;1;143.0;1;5;1;4;4;131.5;0;0;0;1;1;0;19;0;0;5;11;4;11.0;0;0;5;8;4;12.25;0;15.5;2.8;-4.06
1;17;2;9070;1;1;142.0;1;3;1;2;4;141.0;1;0;0;1;1;0;18;0;0;6;6;6;13.0;0;0;6;8;1;10.0;0;10.8;1.4;1.74
1;17;1;9070;1;1;132.0;1;37;38;9;7;138.0;0;0;0;1;1;1;18;0;0;6;6;6;13.666666666666666;0;0;6;6;6;12.0;0;12.4;0.5;1.79
1;17;4;9119;1;1;138.0;1;1;3;1;4;127.5;1;0;0;1;1;0;19;0;0;5;6;5;14.6;0;0;5;5;5;15.2;0;8.9;1.4;3.51
1;1;1;9500;1;1;131.0;1;1;19;9;9;127.0;0;0;0;1;1;1;19;0;0;8;8;7;12.514285714285714;0;0;8;8;7;12.514285714285714;0;12.7;3.7;-1.7
1;17;2;9085;1;1;123.0;1;3;19;2;9;118.9;0;0;0;1;1;0;18;0;0;5;5;3;14.0;0;0;5;7;3;12.666666666666666;0;7.6;2.6;0.32
1;1;1;9254;1;1;131.0;1;37;19;9;9;134.5;1;0;0;1;1;0;25;0;0;6;8;6;13.166666666666666;0;0;6;8;5;12.6;0;7.6;2.6;0.32
1;17;1;9119;1;1;141.0;1;37;1;9;2;133.0;1;0;0;1;1;0;18;0;0;5;10;4;13.0;0;0;5;10;3;12.333333333333334;3;7.6;2.6;0.32
5;39;1;9147;1;1;133.1;1;1;19;4;7;114.0;0;0;0;0;1;0;29;0;0;5;5;1;13.0;0;0;5;5;0;0.0;0;8.9;1.4;3.51
1;17;1;9119;1;1;116.0;1;19;37;90;5;116.7;1;0;0;1;1;0;21;0;0;5;10;1;10.0;0;0;5;8;3;13.666666666666666;3;7.6;2.6;0.32
1;1;3;9773;1;1;123.0;1;1;1;4;7;125.1;1;0;1;1;1;1;18;0;0;6;6;6;14.333333333333334;0;0;6;6;6;15.333333333333334;0;11.1;0.6;2.02
1;17;1;9254;1;1;133.0;1;19;1;9;9;137.2;0;0;0;1;1;1;20;0;0;6;6;0;0.0;0;0;6;12;0;0.0;0;10.8;1.4;1.74
1;39;1;9991;0;1;133.1;1;19;37;9;7;111.4;0;0;0;1;1;0;27;0;0;5;7;1;11.0;0;0;5;7;0;0.0;0;13.9;-0.3;0.79
1;1;1;9085;1;1;133.1;1;3;1;4;9;105.0;1;0;0;1;1;0;21;0;0;6;15;3;11.25;0;0;6;9;0;0.0;0;12.4;0.5;1.79
1;18;2;9147;1;1;140.0;1;37;37;5;9;124.3;1;0;0;1;1;0;20;0;0;5;7;4;10.75;0;0;5;12;3;10.571428571428571;0;10.8;1.4;1.74
1;39;1;9147;1;19;100.0;1;38;19;7;9;132.0;0;0;1;0;1;0;28;0;0;5;7;1;11.0;0;0;5;9;0;0.0;0;10.8;1.4;1.74
1;39;2;9556;1;1;130.0;1;37;19;9;8;110.0;0;0;0;1;1;1;24;0;0;7;13;6;10.857142857142858;0;0;7;7;7;11.857142857142858;0;12.7;3.7;-1.7
1;1;5;9147;1;1;134.0;1;3;2;2;2;134.7;0;0;0;1;1;0;22;0;1;5;10;4;11.75;0;0;5;10;3;11.0;0;7.6;2.6;0.32
1;1;1;9085;1;1;134.0;1;37;19;9;9;136.8;1;0;0;1;1;0;20;0;0;5;8;5;12.8;0;0;5;9;4;13.666666666666666;1;10.8;1.4;1.74
1;44;1;9085;1;39;160.0;1;1;1;4;4;160.0;0;0;0;1;1;0;21;0;1;5;15;3;12.333333333333334;2;0;5;7;5;11.4;0;9.4;-0.8;-3.12
